sku,categories,name,supplier,supplier price,bank exchange rate,supplier price ron,local c.,thenx c,vat,all cost price,last all cost,margin whole, margin retail,whole price,retail price,last retail price & date,smart price,cheap comp
17722,Suport SIM,"iPhone 4G, MicroSim Tray",CANDYP LTD CO,RON 0.48,0.0,0.48,1.0,1.0,1.19,2.95,0.0,120.0,0.0,123.0,120.0 - 2021-01-18,1.95,
17787,Suruburi,"iPad, 2 Pcs Pack",PHONETASTIK,RON 5.0,0.0,5.0,1.0,2.0,1.19,9.52,0.0,40.0,0.0,50.0,40.0 - 2021-01-18,1.95,
17726,Flex Cable,Samsung E2550 Monte Slider,CANDYP LTD CO,RON 4.72,0.0,4.72,1.0,2.0,1.19,9.19,0.0,100.0,0.0,109.0,100.0 - 2021-01-18,,
17857,Flex Cable,iPhone 4G,CANDYP LTD CO,RON 3.52,0.0,3.52,1.0,2.0,1.19,7.76,0.0,100.0,0.0,108.0,100.0 - 2021-01-18,4.95,
17953,Sonerii,"Samsung S8500 Wave, KIT",CANDYP LTD CO,RON 3.48,0.0,3.48,1.0,2.0,1.19,7.71,0.0,150.0,0.0,158.0,150.0 - 2021-01-18,4.95,
17959,Flex Sim,Nokia C7,CANDYP LTD CO,RON 5.61,0.0,5.61,1.0,2.0,1.19,10.25,0.0,100.0,0.0,110.0,100.0 - 2021-01-18,4.95,
18002,Flex Senzor,Nokia Lumia 800,CANDYP LTD CO,RON 4.2,0.0,4.2,1.0,2.0,1.19,8.57,0.0,100.0,0.0,109.0,100.0 - 2021-01-18,4.95,
18218,Flex Cable,"iPad 2 Wifi + 3G, Black",CANDYP LTD CO,RON 4.35,0.0,4.35,1.0,2.0,1.19,8.74,0.0,100.0,0.0,109.0,100.0 - 2021-01-18,4.95,
18315,Flex Casca,Samsung S8500 Wave,CANDYP LTD CO,RON 5.0,0.0,5.0,1.0,2.0,1.19,9.52,0.0,100.0,0.0,110.0,100.0 - 2021-01-18,4.95,
18414,Capac Baterie,"Nokia 5310, Blue",Direct,RON 5.0,0.0,5.0,1.0,2.0,1.19,9.52,0.0,1.0,0.0,11.0,1.0 - 2021-01-18,4.95,
18489,Conector baterie,"Nokia 5230, 5235",Direct,RON 5.0,0.0,5.0,1.0,2.0,1.19,9.52,0.0,1.0,0.0,11.0,1.0 - 2021-01-18,1.95,
18915,Butoane (Switch),iPad 2 | Home,CANDYP LTD CO,RON 3.62,0.0,3.62,1.0,2.0,1.19,7.87,0.0,150.0,0.0,158.0,150.0 - 2021-01-18,1.95,
18648,Acumulatori,"Samsung Galaxy S I9000, i9001, i9003, EB575152LU",UNISON GB,RON 16.71,0.0,16.71,1.0,2.0,1.19,23.45,0.0,12.0,0.0,35.0,12.0 - 2021-01-18,,
18763,Mufe incarcare,"HTC Incredible S, G11",CANDYP LTD CO,RON 0.55,0.0,0.55,1.0,3.0,1.19,5.41,0.0,150.0,0.0,155.0,150.0 - 2021-01-18,,
19084,Flex Cable,"Nokia 7230, Slide Flex",CANDYP LTD CO,RON 5.38,0.0,5.38,1.0,2.0,1.19,9.97,0.0,100.0,0.0,110.0,100.0 - 2021-01-18,4.95,
19292,Flex Cable,"Samsung B5702, B5702C, Rev 0.8",CANDYP LTD CO,RON 5.0,0.0,5.0,1.0,2.0,1.19,9.52,0.0,100.0,0.0,110.0,100.0 - 2021-01-18,4.95,
19377,Touchscreen,"Nokia X6, Black",CANDYP LTD CO,RON 5.58,0.0,5.58,1.0,2.0,1.19,10.21,0.0,120.0,0.0,130.0,120.0 - 2021-01-18,4.95,
19675,Flex Cable,Samsung E2330,CANDYP LTD CO,RON 4.67,0.0,4.67,1.0,2.0,1.19,9.13,0.0,100.0,0.0,109.0,100.0 - 2021-01-18,4.95,
19914,Rama,"Nokia C7, Satin Black",PHONETASTIK,RON 5.0,0.0,5.0,1.0,2.0,1.19,9.52,0.0,40.0,0.0,50.0,40.0 - 2021-01-18,1.95,
19708,Surubelnite si Instrumente,"T-222, T6 x 25 mm",CANDYP LTD CO,RON 2.04,0.0,2.04,1.0,2.0,1.19,6.0,0.0,9.0,0.0,15.0,9.0 - 2021-01-18,,
20226,Touchscreen,"Samsung Galaxy Mini S5570, Black",CANDYP LTD CO,RON 5.9,0.0,5.9,1.0,2.0,1.19,10.59,0.0,120.0,0.0,131.0,120.0 - 2021-01-18,4.95,
20506,Acumulatori,"LG FL-53HN-TC, LG P920 Optimus 3D",AKI,RON 13.95,0.0,13.95,1.0,2.0,1.19,20.17,0.0,12.0,0.0,32.0,12.0 - 2021-01-18,9.95,
20255,Acumulatori,"Nokia BL-5C Version, 1020 mAh",UNISON GB,RON 12.6,0.0,12.6,1.0,2.0,1.19,18.56,0.0,12.0,0.0,31.0,12.0 - 2021-01-18,,
20480,Flex Sim,"Samsung Galaxy Tab 10.1 3G, P7500",CANDYP LTD CO,RON 6.12,0.0,6.12,1.0,2.0,1.19,10.85,0.0,100.0,0.0,111.0,100.0 - 2021-01-18,,
20603,LCD,"Samsung Galaxy Tab 10.1 3G, P7500, P5100, P5110, P5200",CANDYP LTD CO,RON 95.7,0.0,95.7,1.0,2.0,1.19,117.45,0.0,1.0,0.0,118.0,1.0 - 2021-01-18,,
20828,Acumulatori,"HTC BA S540, HTC Wildfire S",AKI,RON 18.61,0.0,18.61,1.0,2.0,1.19,25.72,0.0,12.0,0.0,38.0,12.0 - 2021-01-18,19.95,
20823,Flex Cable,Nokia 6500s,CANDYP LTD CO,RON 6.13,0.0,6.13,1.0,2.0,1.19,10.86,0.0,100.0,0.0,111.0,100.0 - 2021-01-18,,
21013,Flex Incarcare,"Samsung i9100 Galaxy S II, KIT, SWAP",CANDYP LTD CO,RON 4.38,0.0,4.38,1.0,2.0,1.19,8.78,0.0,100.0,0.0,109.0,100.0 - 2021-01-18,4.95,
21171,Touchscreen,"Nokia 603 + Rama, Black",CANDYP LTD CO,RON 5.0,0.0,5.0,1.0,2.0,1.19,9.52,0.0,120.0,0.0,130.0,120.0 - 2021-01-18,4.95,
21151,Cititor SIM,"Samsung Galaxy Tab, P1000",CANDYP LTD CO,RON 3.44,0.0,3.44,1.0,2.0,1.19,7.66,0.0,150.0,0.0,158.0,150.0 - 2021-01-18,,
21192,Geam Sticla,"Nokia 6700c, Gold",CANDYP LTD CO,RON 2.32,0.0,2.32,1.0,2.0,1.19,6.33,0.0,120.0,0.0,126.0,120.0 - 2021-01-18,4.95,
21394,Acumulatori,BlackBerry E-M1,AKI,RON 13.61,0.0,13.61,1.0,2.0,1.19,19.76,0.0,12.0,0.0,32.0,12.0 - 2021-01-18,9.95,
21446,LCD,"Samsung Galaxy Y Pro B5510, B5512",CANDYP LTD CO,RON 14.7,0.0,14.7,1.0,2.0,1.19,21.06,0.0,1.0,0.0,22.0,1.0 - 2021-01-18,19.95,
21397,Touchscreen,"iPad 3, iPad 4, Black",CANDYP LTD CO,RON 16.45,0.0,16.45,1.0,2.0,1.19,23.15,0.0,120.0,0.0,143.0,120.0 - 2021-01-18,,
21401,Flex Cable,"iPad 3, iPad 4, Flex WiFi",CANDYP LTD CO,RON 2.71,0.0,2.71,1.0,2.0,1.19,6.79,0.0,100.0,0.0,107.0,100.0 - 2021-01-18,,
21688,Touchscreen,Nokia Lumia 610,CANDYP LTD CO,RON 7.2,0.0,7.2,1.0,2.0,1.19,12.14,0.0,120.0,0.0,132.0,120.0 - 2021-01-18,4.95,
21466,Touchscreen,"iPad 3, iPad 4, White",CANDYP LTD CO,RON 16.25,0.0,16.25,1.0,2.0,1.19,22.91,0.0,120.0,0.0,143.0,120.0 - 2021-01-18,,
